txn_id,token_id,txn_type,time,price [ETH]
67,2466,1,0.8204558193998446,20.5
68,522,1,0.48795130353839283,1.45
69,5500,1,0.738627610799399,4.0
70,6957,1,0.7559182732374887,45.0
71,64,1,0.8957938171093653,99.999
72,7560,1,0.8064719486458651,24.0
73,9196,1,0.6849589265152205,3.8
74,1550,1,0.8201219535963564,24.0
75,6028,1,0.8819694730104677,52.3
76,5454,1,0.6519180034941892,1.0
77,9537,1,0.5911806414745135,2.0
78,416,1,0.7901289934287101,41.0
79,9813,1,0.8786392931790026,62.69
80,2236,1,0.8754428155899152,58.0
81,8706,1,0.8131840545848175,20.0
82,4103,0,0.9131519153723275,103.0
83,7894,1,0.8814766652555817,44.0
84,4986,1,0.775141966054443,11.0
85,6121,1,0.6714846250217315,0.9
86,7328,1,0.7815943661071441,25.0
87,6180,1,0.5411782441894097,0.9
88,7112,1,0.8183411410765251,35.0
89,5121,1,0.8982074739163686,107.0
90,6282,0,0.8548702113742797,17.0
91,1491,1,0.5986475998693381,15.0
92,2466,1,0.8090321711762911,20.5
93,4695,1,0.6841727924122611,4.82
94,2049,1,0.9638635582259623,72.5
95,9987,1,0.88062260807468,74.0
96,6840,1,0.8936172576461701,175.0
97,7775,1,0.6734052791726208,12.0
98,8622,1,0.9977857271491952,70.0
99,8481,1,0.810687272404091,22.4999
100,6497,1,0.6915166706816318,4.5
101,862,1,0.8662951264558147,18.89
102,9145,1,0.8672404948620138,200.0
103,4941,0,0.9525529527146233,103.0
104,3615,0,0.036477518922960195,0.65
105,8592,0,0.8803456534297549,56.5
106,4336,1,0.926977136526751,127.49
107,7625,1,0.9739709410065167,95.0
108,9217,1,0.8138639675185408,44.0
109,7584,1,0.919441085646616,170.0
110,6418,1,0.7874775571236008,70.0
111,4589,1,0.7792364510513361,29.0
112,1236,1,0.7785481573648105,25.0
113,5346,1,0.7728819888656826,7.8
114,4432,0,0.7441942822216556,8.0
115,1166,1,0.5946193812899498,1.5
116,4664,1,0.9682334386579567,59.75
117,4589,1,0.7617664794835273,5.75
118,6427,1,0.857262039243752,19.25
119,198,0,0.9450126140074733,115.0
120,6966,1,0.9180612824033036,128.0
121,6865,1,0.8543779883230775,60.0
122,9928,0,0.8523562778854932,14.15
123,6671,1,0.6748132456433729,1.99
124,8605,1,0.7767235895193034,14.0
125,9222,0,0.7999572776508321,16.0
126,8138,1,0.7650456926438818,6.45
127,4299,1,0.7639646729830256,9.5
128,2897,0,0.81094619868543,21.0
129,7427,1,0.8780814858645936,33.0
130,2006,1,0.9780885217989226,89.0
131,7540,1,0.7781209338731316,21.9
132,3968,1,0.6043885129893871,1.25
133,3164,1,0.5160600560847772,0.6
134,1752,1,0.7637175382259778,25.0
135,9476,1,0.8958352336203059,110.0
136,1673,1,0.8931353643600495,75.0
137,4826,0,0.8786814892948551,38.88
138,2733,1,0.8857260967286997,59.9
139,7602,0,0.01687172224859884,2.0
140,363,1,0.6341614296706715,1.99
141,5719,1,0.6003093277388885,0.74
142,4180,1,0.7924016391972875,22.5
143,4231,1,0.973907695558045,64.63
144,3311,1,0.7775578642255676,18.0
145,3874,1,0.9688369503103216,54.9
146,2164,1,0.7935966760764979,45.99
147,9022,1,0.9878565815416063,66.49
148,1508,1,0.8931358516131194,75.0
149,1596,1,0.7723961975550031,8.9
150,4989,1,0.8590960597988151,18.25
151,8928,1,0.5865098335465553,2.0
152,8340,1,0.8925556306574953,78.0
153,9679,1,0.60368131388375,1.1
154,1127,1,0.8286837696392222,14.5
155,7830,1,0.6832476937337695,2.981
156,3868,1,0.7595395380529055,4.99
157,4021,1,0.7758789850479573,650.0
158,3380,1,0.8216646942662398,22.95
159,357,1,0.890634391802922,48.74
160,1390,1,0.6744242227923731,1.3
161,5155,1,0.7728333610093077,8.99
162,2058,1,0.8723258577018338,21.0
163,2647,1,0.6770212816548828,20.0
164,9548,1,0.8850024284693003,110.0
165,555,1,0.9155824311355492,103.0
166,7126,1,0.8803571526022043,160.0
167,8302,1,0.7850298900523192,21.0
168,1215,1,0.5915434501103531,1.11
169,6952,1,0.8972404714738664,125.0
170,7737,1,0.6849459655835615,3.43
171,7171,1,0.8091110087229993,24.98
172,7955,1,0.6211941637217091,0.7
173,5387,1,0.8170394932256231,25.99
174,9448,1,0.8814096192331649,87.0
175,6751,1,0.7602197433384708,17.86
176,5765,1,0.8145088956818463,22.25
177,3242,0,0.9566259011258273,120.0
178,2420,1,0.6845881269290348,3.19
179,4074,1,0.5160819824729224,5.0
180,4589,0,0.7546749008537452,4.75
181,7125,1,0.6512795070714064,0.79
182,3078,1,0.860042597612382,18.0
183,529,1,0.7958346294264991,49.99
184,8496,1,0.5430296109537609,1.3
185,3469,1,0.8955207604889994,120.0
186,5284,1,0.7891514663198984,18.49
187,2534,1,0.989577754285683,73.0
188,9802,1,0.7823234916009265,23.0
189,8873,1,0.6822643195881191,4.23
190,6161,1,0.7924355520109518,22.5
191,4393,1,0.7766582001573241,14.89
192,2520,1,0.7416934071151422,10.0
193,2637,1,0.9695240745894795,61.95
194,6279,1,0.8070412551327237,22.0
195,1236,0,0.9651676423422137,60.0
196,8644,1,0.8927681704465811,99.99
197,7675,0,0.6797068256748844,1.2
198,9036,0,0.8693075198350979,36.0
199,2274,1,0.8649041163918949,90.0
200,2893,1,0.6003093277388885,0.76
201,1107,1,0.881893364080951,53.98
202,2917,1,0.7748457161879503,25.0
203,4512,1,0.8788751236648291,37.51
204,1229,1,0.9744654054218402,69.8
205,7186,1,0.9591599094410934,107.7
206,5548,1,0.7793507606215322,16.99
207,7472,0,0.7988190544795708,23.5
208,7501,1,0.7734854030674334,9.1
209,7289,1,0.9563902655412289,70.0
210,8549,1,0.916739364824694,108.5
211,3959,1,0.7803597642786588,24.0
212,4823,1,0.7840712683626192,34.99
213,1392,1,0.8094666060134044,22.99
214,7534,1,0.7734577270930638,10.0
215,9383,1,0.875857662853619,30.5
216,3379,1,0.8958516053234542,157.5
217,784,0,0.8484529909932244,16.0
218,5559,1,0.3028618906510558,0.75
219,4402,1,0.9678620543680874,52.0
220,1961,1,0.8780050845832348,24.0
221,7119,1,0.3879955266270159,0.7
222,2910,1,0.881637946021715,40.0
223,5078,1,0.5882645293018405,2.0
224,7128,1,0.8972978698854994,114.8
225,9321,1,0.8929714524273389,60.0
226,1585,1,0.8760304427922017,26.25
227,9600,1,0.8559720854665271,18.0
228,8375,1,0.6114595295396199,1.6
229,5801,1,0.9127582148918569,109.99
230,3641,1,0.9745370316231139,69.0
231,1534,1,0.7737038873439717,11.0
232,3007,1,0.7772375440574224,50.0
233,9327,1,0.761526361170686,8.25
234,5703,0,0.7559966235311268,4.0
235,9500,1,0.8818390840889654,108.0
236,9894,1,0.8469272067301732,13.95
237,9720,1,0.42954193923603395,1.15
238,9871,0,0.0006578890949644478,1.35
239,4890,1,0.8091136398895766,19.75
240,1854,1,0.8227019586014199,33.33
241,1131,1,0.7573710669906704,10.0
242,9666,1,0.6853561352177941,5.75
243,2504,1,0.877515882501066,23.95
244,1854,1,0.7774794164813155,22.0
245,5207,1,0.8780683300317065,119.99
246,225,1,0.8979481578325736,127.0
247,8632,1,0.8660611475316538,22.0
248,6957,0,0.7418000180868338,35.0
249,6009,1,0.8847411633732256,69.42
250,3089,1,0.9320729265822665,95.0
251,8569,1,0.8246380099493178,38.0
252,7977,1,0.35480121633958345,0.7
253,8542,0,0.9772418708646831,71.17
254,174,1,0.894136182165602,87.0
255,9154,1,0.8128748437866657,22.5
256,1512,1,0.8780050845832348,27.49
257,2379,1,0.8643478682873094,40.0
258,3010,1,0.8807430570335564,45.0
259,2556,1,0.9902258983192498,84.91
260,6954,1,0.7895109616348626,35.0
261,1294,0,0.8912592451397481,60.1
262,6092,1,0.881603156152525,4.99
263,3490,1,0.8662444521365462,25.5
264,407,1,0.8952039485429573,94.98
265,9287,1,0.948365402381381,130.0
266,9641,1,0.8010714305204407,19.99
267,6523,1,0.78231647515672,55.0
268,4213,1,0.8927843472485013,68.99
269,2909,1,0.7905003777185797,25.95
270,2995,1,0.8779895899356123,65.55
271,3815,1,0.8957500617836891,93.47
272,5585,1,0.823823127915235,30.0
273,6158,0,0.7916694927344718,22.0
274,6969,1,0.7730550611561073,8.88
275,8299,1,0.7773440575785002,13.3
276,2616,1,0.805065443934323,21.0
277,1936,1,0.7933933940957401,122.0
278,7910,1,0.7779643307364692,28.5
279,8501,1,0.7783407824582658,80.0
280,946,1,0.8989240282809476,96.9
281,5119,1,0.8013268485796767,19.0
282,887,1,0.8754314138680799,21.95
283,1501,0,0.9714839038871881,79.0
284,1534,0,0.790731822926777,35.0
285,325,1,0.7778376449382982,24.0
286,2764,1,0.878686946529238,32.0
287,2530,1,0.603694274815409,0.99
288,3551,1,0.7899284400651436,22.9
289,1597,1,0.8927387403611597,103.88
290,1985,1,0.6848611835494007,3.27
291,3887,0,0.8656172599849847,36.6
292,4714,1,0.8819017448337532,54.5
293,8057,1,0.8578545389767374,26.95
294,9992,1,0.8959913495038982,145.0
295,5178,1,0.7772611271060053,19.95
296,1663,1,0.8927960413221787,69.69
297,9552,1,0.7766392947382126,16.95
298,3551,1,0.6829119763686158,2.49
299,1749,1,0.8195261405424958,33.33
300,7919,1,0.9127420380899367,115.69
301,6582,1,0.7850291104474074,21.0
302,3739,1,0.9900436656711111,78.0
303,6603,1,0.9079995065100908,116.75
304,751,1,0.9413743927852243,95.0
305,1254,1,0.6036603620017447,0.9
306,1800,1,0.8669855640558477,19.95
307,9914,1,0.8226899721759007,23.5
308,8322,1,0.8927692424033349,66.66
309,6113,1,0.8927615438048304,60.0
310,5131,1,0.875918569487355,42.0
311,9949,1,0.900514909554136,175.0
312,4122,0,0.7896558706978476,21.0
313,790,1,0.5233589121704902,0.75
314,8984,1,0.5133642797503082,1.5
315,4775,1,0.08945644776140343,4.0
316,8042,1,0.8787602293909491,41.5
317,853,1,0.5182757906947917,0.55
318,1895,1,0.8714043646960592,25.95
319,6415,1,0.6846454278900538,4.0
320,6559,1,0.7748891791617842,22.0
321,9145,1,0.7667972699795198,120.0
322,6746,1,0.8780822654695053,46.0
323,1183,0,0.9298363375408609,95.0
324,6996,1,0.28860496327671065,0.587
325,9153,1,0.8779774086088652,23.39
326,8351,0,0.8360117634585145,22.0
327,4388,1,0.8064661990596405,17.0
328,9608,1,0.9407437898621736,109.0
329,6914,1,0.877437044954358,23.49
330,5017,1,0.8809763538034194,38.0
331,5056,1,0.28858644766005487,0.51
332,6910,0,0.8315470635791193,13.0
333,7587,1,0.7916524388770259,22.0
334,6359,1,0.8130887478843472,461.0
335,2331,1,0.8957742295359556,110.0
336,7910,1,0.8927603743974628,59.59
337,6098,1,0.8775222167909746,22.8
338,8869,1,0.7764601805097213,12.2
339,3630,1,0.8078445405437431,23.0
340,3364,1,0.9895374097314962,70.0
341,4935,1,0.9892981684741806,68.88
342,1935,1,0.7911914974729106,25.0
343,6557,1,0.7672647405747715,7.49
344,2520,1,0.7416946739731238,10.0
345,992,1,0.6002302952909524,3.5
346,9462,1,0.891620494565764,67.0
347,7100,1,0.7735855822986026,8.72
348,2922,1,0.8818156959416106,50.0
349,9754,1,0.8960828556304234,499.99
350,864,1,0.8275608462143553,17.6
351,3947,1,0.7673755419228643,11.0
352,924,1,0.07552607739449801,0.8
353,945,1,0.777745846459931,22.22
354,4384,1,0.676523796270526,1.59
355,8562,1,0.9801887774313733,89.99
356,7725,1,0.8418324886314112,16.69
357,1162,1,0.8797189485312633,34.98
358,7646,1,0.6267056780964542,1.1
359,5668,1,0.7895897991815708,28.999
360,8293,1,0.5155714387062924,0.55
361,9774,1,0.5988410393380843,0.64
362,7120,1,0.7634284997049194,9.25
363,8018,1,0.7762341925359066,13.5
364,9497,1,0.8957519133453549,95.0
365,2707,1,0.7969583324562777,25.0
366,710,1,0.6642962779322694,0.95
367,9650,0,0.7491193388014821,5.069
368,756,1,0.8927603743974628,92.0
369,7559,1,0.8657911118803212,19.0
370,8399,1,0.8816880356372996,50.0
371,7812,1,0.6852412409439144,7.8
372,3561,1,0.6802952324820826,1.9
373,7019,1,0.9830740952100294,62.5
374,3987,1,0.9101377678819926,97.99
375,2019,1,0.8226857817994997,22.99
376,5871,0,0.8059195011152247,19.0
377,181,1,0.8069962329490661,19.0
378,73,0,0.8819797053249354,33.0
379,4097,1,0.8276002162624025,18.0
380,4016,1,0.6058324387366969,1.2
381,7540,1,0.922731408176964,110.0
382,7000,1,0.7620908925774594,5.5
383,8752,1,0.8325207901139859,24.0
384,5530,1,0.8582297238405521,29.97
385,2559,0,0.8843544793369615,98.0
386,8869,1,0.8809596897484293,34.0
387,9860,1,0.7894705196300618,60.0
388,8613,1,0.8226867563056393,23.1
389,9543,1,0.7888707111010282,20.0
390,3536,1,0.7778723373568741,17.8
391,2960,1,0.7734250811373811,10.0
392,5151,1,0.8617808242139049,27.99
393,1890,1,0.9007352453923401,100.0
394,8433,1,0.8122906273558685,18.99
395,7919,1,0.7652056091014194,6.66
396,3005,1,0.9683379057161412,77.95
397,8211,1,0.6914394897953615,4.4
398,7614,1,0.7753826690709682,10.5
399,5587,1,0.878853294727298,35.0
400,7999,0,0.7523782822341294,15.0
401,3272,0,0.8078843978448602,65.0
402,4807,1,0.4511807506192012,0.64
403,8725,0,0.9384030261144256,115.0
404,6849,1,0.7906981050143407,24.8
405,5307,0,0.7340723792996184,3.5
406,1052,1,0.6838183645292237,7.0
407,2820,1,0.769554245299567,4.82
408,8639,1,0.8968843869303913,130.0
409,9864,1,0.8070831588967342,20.98
410,3916,0,0.6648493101665938,1.5
411,2393,0,0.787335961381491,19.0
412,244,1,0.29747189719194106,1.0
413,739,1,0.7913514139304483,27.99
414,3060,1,0.8227834273147054,21.89
415,9010,1,0.7837300937630827,39.0
416,4021,1,0.2368312061813314,3.29
417,4533,1,0.8779447626531827,25.99
418,7737,1,0.7713175167088822,5.9
419,5773,1,0.6744218839776377,1.09
420,491,1,0.74176464351396,6.9
421,9838,1,0.6852448466166317,4.9
422,6179,0,0.8827800672175354,47.0
423,6088,1,0.8215895598428629,20.1
424,8964,1,0.8800467723966847,38.98
425,268,1,0.9895851605323454,73.5
426,823,1,0.828930612044428,13.25
427,7652,1,0.8589920799937008,19.0
428,3610,1,0.7647432059380945,5.0
429,2388,1,0.8790486832083235,159.9
430,5003,1,0.8754226433128218,21.99
431,2376,1,0.8960175637190584,135.0
432,8016,1,0.7665524740372074,5.48
433,9101,1,0.7895758637437718,29.5
434,4875,1,0.8021546915454185,32.0
435,5098,1,0.8669692898033134,19.5
436,4372,1,0.7619277602496606,4.56
437,8736,1,0.8816484706880248,48.99
438,1741,1,0.7843270762243111,26.5
439,8447,1,0.8104580685600151,59.0
440,1864,1,0.7738380768394193,10.5
441,5921,1,0.5239215920155984,0.59
442,6952,1,0.8576241657252937,16.0
443,7125,0,0.6153385512290082,1.0
444,6499,1,0.8787876130134771,44.0
445,9304,1,0.8828476979436362,60.99
446,9647,1,0.9156236527452617,125.0
447,8117,1,0.7728739979153365,10.5
448,9744,1,0.8785666924715891,39.5
449,9312,0,0.58245939622718,0.99
450,5455,1,0.288590248234,0.55
451,8669,1,0.8389729952654592,18.0
452,6539,1,0.8957181954329185,95.95
453,9869,1,0.6052223978931957,1.35
454,4779,1,0.9018107103681996,92.0
455,4064,1,0.6062970832641434,1.75
456,3228,1,0.8931918857161567,85.0
457,7961,1,0.7738815398132535,12.0
458,6253,1,0.8157919304654786,35.0
459,2450,1,0.8684635000674357,31.0
460,2031,1,0.8757302949011498,27.5
461,8322,1,0.9329158743931749,114.0
462,3853,1,0.7749274772530776,10.44
463,7167,1,0.8803651435525504,35.47
464,6838,1,0.8928263484631258,69.69
465,407,1,0.5549941100848912,0.95
466,8489,1,0.760218866282945,4.31
467,1856,0,0.8101166016086367,20.8
468,5114,1,0.6864348160639151,5.78
469,3501,1,0.8769233827680807,44.4
470,2285,1,0.5160594713810935,0.52
471,7556,0,0.7670358290825374,35.0
472,390,1,0.9925711447952406,138.0
473,5469,1,0.8957281353955442,103.99
474,3169,1,0.9158560724595988,107.0
475,6602,1,0.788787585727305,39.99
476,403,1,0.9979856958090778,69.0
477,8795,1,0.8953042252247405,88.88
478,6799,1,0.6760643166256204,4.9
479,9085,0,0.8654243077693087,20.5
480,2316,0,0.8454341658734186,100.0
481,2210,1,0.840355332224735,26.0
482,2804,1,0.8927571585272016,59.99
483,4801,1,0.8998732947117059,97.0
484,5629,1,0.8792063583017398,34.97
485,8073,1,0.7708735317115991,8.5
486,1731,1,0.5181239626382141,5.0
487,7547,1,0.7749430693513142,31.0
488,292,1,0.7756147964334634,19.0
489,5300,1,0.7892422902921257,21.12
490,2542,1,0.7917984198967647,27.99
491,1403,1,0.8960567388658776,195.0
492,6683,1,0.6764042243671751,1.49
493,1787,1,0.9571992030878591,72.95
494,4741,1,0.8780237951011185,28.0
495,788,1,0.5981167863750008,1.05
496,2832,1,0.777340841708239,13.85
497,9267,1,0.773777949810595,15.0
498,1428,0,0.8082443804128943,45.0
499,2248,0,0.8263047078001811,23.5
500,1042,1,0.822697086070721,26.99
501,1453,1,0.8957991768931339,110.1
502,4714,0,0.7474246726244074,5.5
503,7200,1,0.9942578200219692,94.99
504,210,1,0.8696479148297225,44.99
505,6690,1,0.5237109037881782,0.88
506,2412,0,0.9732685169809643,63.0
507,4824,1,0.8085018449350239,23.25
508,516,1,0.8928014985565615,65.0
509,9744,1,0.810814932708402,25.0
510,1309,1,0.8814893338353988,39.98
511,6090,1,0.8184233893947224,20.5
512,1811,1,0.8097544751270951,305.0
513,2642,1,0.9125349555352338,130.0
514,8401,1,0.9875694920328275,70.0
515,2270,1,0.7868474414536202,21.0
516,7308,0,0.8857851518007704,70.0
517,5497,1,0.9613050898065878,68.0
518,3444,1,0.8958424449657403,114.5
519,1788,1,0.7916966814557718,29.5
520,1159,1,0.821258422656566,75.0
521,9953,0,0.7930077820162298,21.0
522,382,1,0.9469034482704854,94.95
523,7828,1,0.5885096175959947,0.58
524,2209,1,0.6851960238590287,4.99
525,5985,1,0.7861827308156772,41.0
526,2262,0,0.7911313704440863,36.75
527,8390,1,0.7938939978997444,23.5
528,5343,1,0.7608323178979357,5.98
529,5583,1,0.8045251777304296,15.5
530,9337,1,0.7594833090486404,19.0
531,8583,1,0.9241207615804461,120.0
532,1967,1,0.6871102462693954,5.5
533,9923,1,0.9754669053816907,79.8
534,9334,1,0.8084072203888513,56.5
535,870,1,0.9917517800329148,99.99
536,4324,1,0.9594204923828702,77.5
537,6194,1,0.8953688349818079,95.0
538,838,1,0.8072723105384652,24.5
539,3277,1,0.8953931001846884,99.88
540,8325,1,0.8218379614578923,22.98
541,9936,1,0.9972747935801094,77.99
542,5495,0,0.8023797050130934,17.0
543,2909,1,0.7737250341272051,12.0
544,7812,1,0.7743212369835215,11.2
545,2372,1,0.6534103621966458,0.96
546,7406,1,0.7896483670005714,27.99
547,5741,1,0.822706441329663,24.49
548,5551,0,0.7478937024294827,7.0
549,288,1,0.001790460130614957,1.0
550,5835,1,0.9124707355806223,117.97
551,6009,1,0.8764619541108956,29.49
552,6339,0,0.7975384559612879,25.5
553,1167,1,0.810203040303235,27.0
554,6530,1,0.6036603620017447,0.9
555,6852,1,0.8347031966140199,15.5
556,6265,1,0.7696136901740935,14.75
557,9222,1,0.9783448169136844,67.67
558,7068,1,0.8953453493838393,96.0
559,8243,1,0.7419172511754493,5.25
560,8253,1,0.8928927123312447,92.88
561,1621,0,0.8013553041589583,22.5
562,8835,1,0.8014714652908199,29.99
563,6692,1,0.7880761962452667,22.5
564,1856,1,0.8260688773143545,22.5
565,5279,1,0.8932854383055755,210.0
566,5797,1,0.776219185141354,30.0
567,4727,1,0.8817425105305132,44.0
568,273,0,0.7815766300954001,29.0
569,2735,0,0.7847786623694843,22.45
570,7385,1,0.895834648916622,124.95
571,7540,1,0.7780019466734647,21.88
572,3157,1,0.6852684296652143,5.77
573,4658,1,0.9916143746672061,85.0
574,3380,1,0.8590661424603239,18.75
575,341,0,0.7392773140427893,12.0
576,6065,1,0.7617805123719401,10.0
577,6901,1,0.791321399141343,28.69
578,7873,1,0.5233591070717183,0.89
579,4207,1,0.8788501763076508,42.0
580,1704,1,0.7873203692832547,22.85
581,1906,1,0.6519180034941892,1.49
582,4745,1,0.895552821740998,95.0
583,1206,1,0.7701754929636757,8.9
584,3433,1,0.8957982023869941,105.0
585,8301,1,0.6027954878026913,1.0
586,3934,1,0.8790965314597867,34.42
587,2682,1,0.8996845328724308,100.0
588,9751,1,0.9171384250889334,330.0
589,420,1,0.8111503577217136,32.0
590,4600,1,0.7444405399231777,5.95
591,2633,0,0.8985134688442591,92.0
592,1732,1,0.8231866779553456,25.75
593,198,1,0.8953457391862951,95.0
594,3677,0,0.439405013327346,0.7
595,1858,0,0.7943247296135263,25.0
596,4695,1,0.9169447907189594,129.99
597,4589,1,0.8649572269765127,24.37
598,770,1,0.8477457918875873,17.75
599,4950,1,0.8780050845832348,23.99
600,5343,1,0.5149231972221118,0.6
601,2698,0,0.8276330571193129,18.0
602,6510,0,0.8264985370713829,139.36
603,196,1,0.7778370602346143,16.99
604,6246,1,0.8650456146833907,18.47
605,6260,1,0.0017847105443902778,1.0
606,1984,1,0.8553789035792441,22.0
607,4372,0,0.9684533846937049,50.0
608,9853,0,0.009267845741135261,1.5
609,6650,1,0.8012826060009308,19.0
610,9449,1,0.8814884567798731,40.0
611,4533,1,0.9111780531862061,1.0001
612,9607,1,0.8059588711632719,23.0
613,1577,1,0.5177674882922831,0.55
614,5858,1,0.7895008267710089,22.0
615,7665,0,0.9904079360661604,82.0
616,2136,1,0.7634155387732604,5.2
617,9970,1,0.8889579488906612,47.0
618,103,1,0.7891428906658682,20.49
619,6779,1,0.7936895465116187,42.5
620,3390,0,0.716169239752678,35.0
621,6080,1,0.8953489550565563,99.0
622,2472,1,0.823985870440578,19.0
623,7326,1,0.7825949890114687,43.33
624,633,1,0.8881499858501707,110.0
625,7064,1,0.8782623542041363,49.99
626,7465,1,0.8865037526282431,94.0
627,4938,1,0.7664437191520082,6.8
628,7300,1,0.8694194905905583,45.0
629,9700,1,0.991575296971001,89.9
630,5416,1,0.5237560234224499,0.7
631,6513,1,0.878778842458219,39.9
632,5235,1,0.8070120199485304,58.5
633,7736,1,0.9169314399848445,135.0
634,5121,1,0.8953117289220169,88.95
635,9177,0,0.8809335729838832,84.0
636,6910,1,0.6070904287125372,1.65
637,8967,1,0.7820208099939112,24.62
638,8835,1,0.8072052645160486,38.88
639,859,1,0.8786814892948551,32.0
640,4447,1,0.8228104211347773,24.97
641,6148,1,0.7662896497313092,7.5
642,7428,1,0.8927393250648437,57.5
643,2804,1,0.8932266755853469,74.96
644,4295,1,0.8903427221152864,49.0
645,2393,1,0.989590715217342,74.95
646,3185,1,0.7420113884685517,5.99
647,7282,1,0.901104388318088,100.0
648,5437,1,0.866764546063346,19.8
649,6022,1,0.7699025337939238,27.0
650,4682,1,0.8818820598097297,53.0
651,8725,1,0.9345485619797598,107.95
652,9710,1,0.936487731747305,100.25
653,2793,1,0.8824503917904483,63.99
654,8604,1,0.9802702461446589,60.0
655,7099,1,0.6906490678653872,4.45
656,3142,0,0.9330120581491712,110.75
657,3324,1,0.8045954396231076,19.99
658,5078,1,0.6038531193161929,3.0
659,7220,0,0.9828604834641899,60.02
660,2300,1,0.8717659064739172,19.8
661,406,1,0.8953496372108543,98.44
662,6550,1,0.008728748944609843,5.0
663,5489,1,0.8956822361563606,98.0
664,4589,0,0.7596143801244404,5.0
665,8138,0,0.7499414321809992,4.5
666,262,1,0.7008529267537797,3.75
667,7249,1,0.7842920914538929,42.0
668,864,1,0.5871205565443545,0.51
669,6961,1,0.8644005890694713,18.47
670,5420,1,0.8927804492239422,75.0
671,666,1,0.6942504527555524,5.0
672,4008,0,0.7943677053342906,21.6
673,7512,1,0.8928193320189193,125.0
674,9510,0,0.7943163488607243,22.0
675,3798,1,0.8630889038053295,27.0
676,9732,1,0.689092391757705,6.25
677,9847,1,0.8354026971211528,19.6
678,822,1,0.7887942123690554,17.9
679,1784,0,0.7993540583503091,18.0
680,9720,1,0.9676483451716338,178.99
681,3703,1,0.826533229489959,46.5
682,2789,1,0.9642235407939963,58.5
683,9686,1,0.762713991803234,16.5
684,2380,1,0.9872615480926576,81.5
685,5950,0,0.7992564128351034,23.0
686,7161,1,0.8095138695611837,26.0
687,3382,1,0.9175899137834926,123.99
688,1890,1,0.9131889466056391,118.0
689,3659,1,0.7842086737283278,50.0
690,2125,1,0.8816635755331912,49.99
691,7891,1,0.7779041062570311,42.0
692,6625,0,0.7689317307774766,7.5
693,1440,1,0.7701733490501683,6.5
694,4347,1,0.684627302075854,6.0
695,3339,0,0.7493499069541536,4.25
696,6028,1,0.8216632325070301,21.97
697,764,1,0.8959082241301752,125.0
698,7432,1,0.8953792621975034,93.0
699,5807,1,0.7830896483280203,26.0
700,1463,1,0.009563803255785985,1.3
701,5936,1,0.5250804747170228,0.9
702,7604,1,0.8780050845832348,25.98
703,7614,1,0.7612443390938339,4.45
704,7650,1,0.516228255844503,0.99
